rt,response,subj_idx,attention,coherency,prioritization,stimulus,run,_response,id,cpp_peak,cpp_slope,cpp_amplitude,index
0.444232425557857,1.0,007,double,high,no,face,2,0.0,9,4.061475577283891e-06,-2.1998114725503933e-05,1.3985971134274224e-06,153.0
0.415130188802323,1.0,006,double,low,no,car,2,1.0,9,6.173567877029742e-07,-6.262435052684485e-06,8.057006168683859e-07,153.0
0.318398405226617,1.0,005,double,low,no,face,2,0.0,9,5.168080079824928e-07,-7.526524990480943e-08,2.114574921063596e-06,153.0
0.630170838218874,1.0,003,double,low,no,face,2,0.0,9,5.4344165286151634e-06,1.4499097421593678e-05,-4.541308906672724e-07,153.0
0.778781161483494,1.0,001,left,low,yes,car,2,1.0,9,6.721837238391376e-06,-7.102698755136635e-06,7.5567795719120376e-06,153.0
0.272855595708279,1.0,016,double,high,no,car,2,1.0,10,3.581039888173819e-06,-2.3508928368712454e-05,5.532001196592347e-06,154.0
0.452917565824464,1.0,015,double,low,no,car,2,1.0,10,2.0544839621951293e-06,1.000079429015325e-05,9.455447672153138e-07,154.0
0.680510510144813,1.0,014,double,low,no,car,2,1.0,10,4.050536691517756e-06,-1.314546917757242e-05,3.0958074508997173e-06,154.0
0.246815670200704,1.0,013,double,high,no,face,2,0.0,10,7.2176367187729105e-06,1.3749955089681859e-05,4.307274014616176e-06,154.0
0.330335620345068,1.0,012,right,high,yes,car,2,1.0,10,1.1951901514839969e-05,0.00011621510167821255,1.0413833488150971e-05,154.0
0.753946623874072,0.0,011,right,low,yes,face,2,0.0,10,3.7108006235682985e-06,-3.25530128202395e-05,1.6432089893068778e-06,154.0
0.189138346135906,1.0,010,left,high,yes,face,2,0.0,10,2.3324000073257003e-06,4.702779238397433e-05,6.6071353037403505e-06,154.0
0.379251102631315,1.0,009,right,high,yes,face,2,0.0,10,5.419246278125666e-06,4.350166635007266e-05,5.471264330389123e-06,154.0
0.184816502308422,1.0,008,double,low,no,face,2,0.0,10,3.9120551862512105e-06,1.3828059516879401e-05,2.9391969805147697e-06,154.0
0.414025479933116,1.0,007,double,high,no,face,2,0.0,10,1.0300540448292575e-05,-4.0162807308868945e-05,2.873482534973625e-06,154.0
0.415506867651857,1.0,005,double,low,no,face,2,0.0,10,5.4295517951006955e-06,1.588974240085904e-05,7.371679699357845e-07,154.0
0.243696224860287,1.0,003,left,high,yes,face,2,0.0,10,7.771693007731156e-06,6.695756597435593e-05,1.2293308346637764e-06,154.0
0.184906048831181,1.0,017,left,high,yes,face,2,0.0,11,2.8657347403958072e-06,1.3963255605501683e-05,4.065798685443279e-06,155.0
0.551636100140058,0.0,016,double,low,no,car,2,1.0,11,4.335149317928267e-06,2.2692971518330135e-05,1.6889745377743288e-06,155.0
0.372477820590575,1.0,012,double,low,no,car,2,1.0,11,6.622659544510737e-06,-2.1501841769822018e-05,4.264518377620087e-06,155.0
0.406375023635519,1.0,011,double,high,no,face,2,0.0,11,6.719411579983667e-06,-4.633921786903821e-06,2.0570262618651614e-06,155.0
0.181142530866168,1.0,010,right,high,yes,face,2,0.0,11,6.910118997282514e-06,7.2179416787915664e-06,1.6495938042460824e-06,155.0
0.289314631362686,1.0,009,right,high,yes,face,2,0.0,11,1.5187845532815952e-06,7.659391140508449e-07,3.784514222262609e-06,155.0
0.358990440827256,1.0,008,double,low,no,car,2,1.0,11,4.46630899543663e-06,-1.6182953888412814e-06,5.236772450814935e-06,155.0
0.334845761379256,1.0,007,left,high,yes,face,2,0.0,11,7.268521155508772e-06,-9.948353028776348e-06,2.650079792563314e-06,155.0
0.380841468746439,1.0,006,right,high,yes,car,2,1.0,11,2.121395194697248e-06,1.1825377338653724e-05,1.911829469408244e-06,155.0
0.210956768911274,1.0,005,double,high,no,face,2,0.0,11,8.717193259113992e-06,5.1717399284655205e-05,2.733012217168537e-06,155.0
0.290601187369703,1.0,003,double,low,no,car,2,1.0,11,2.4321113148279664e-06,3.282678603293925e-05,4.589119648747943e-06,155.0
0.527006017029635,1.0,001,double,low,no,face,2,0.0,11,8.715711034114144e-06,5.6901800482659504e-05,6.723300582757714e-06,155.0
0.283371628669556,1.0,017,left,high,yes,face,2,0.0,12,3.26608580437135e-06,6.227756803593213e-06,3.716843295982367e-06,156.0
0.547342542062324,1.0,016,double,high,no,car,2,1.0,12,8.699906785021927e-06,2.7063397780278012e-06,7.178432797938392e-06,156.0
0.401425854302943,1.0,015,right,low,yes,face,2,0.0,12,5.638162896177594e-06,-4.015459541580585e-05,4.616146893878631e-06,156.0
0.472203794050984,1.0,014,double,high,no,face,2,0.0,12,3.815665107765959e-06,2.6908712019043698e-05,7.732404177770292e-07,156.0
0.341146993497205,1.0,013,double,low,no,car,2,1.0,12,4.1714376240734256e-06,4.1186177678162996e-05,6.031175266919031e-06,156.0
0.563225642891666,1.0,012,double,low,no,car,2,1.0,12,1.2229385019725584e-05,3.163142724355595e-05,5.235026276322599e-06,156.0
0.45714078967012,1.0,011,double,high,no,car,2,1.0,12,6.5009062538593755e-06,-2.785768923493303e-06,4.848145527052843e-06,156.0
0.191033730368531,1.0,010,double,high,no,face,2,0.0,12,2.584270698759326e-06,-7.131917213022415e-06,2.3711193031312023e-06,156.0
0.271027470152148,1.0,009,double,high,no,face,2,0.0,12,2.4984476273474954e-06,1.8717214678818525e-05,2.800087074042563e-06,156.0
0.369545718773225,1.0,008,left,low,yes,car,2,1.0,12,8.215901731447165e-06,2.6712097188472945e-06,4.290665346914561e-06,156.0
0.412852278457649,1.0,007,right,low,yes,face,2,0.0,12,7.870368177056968e-06,-2.965467177600463e-05,-4.706947401181342e-06,156.0
